SHAPEID;FID;CODE;PK_MIN;PK_MAX;D_MIN;D_MAX
35;94081CI0178_02_SEN_ind01.pdf;94081CI0178_02;2151308.36029148;2151314.6527497;142.511081366833;164.002437582771
36;94081CL0063_02_SEN_ind01.pdf;94081CL0063_02;2150462.92390092;2150474.78119218;8.54882513938965;18.5863874072955
37;94081CI0191_05_SEN_ind01.pdf;94081CI0191_05;2150904.35251652;2151249.69820277;296.044660554987;335.045724508675
38;94081CJ0258_02_SEN_ind01.pdf;94081CJ0258_02;2150920.298824;2150928.4497425;41.5833266964265;49.1368687697506
39;94081CI0025_01_SEN_ind01.pdf;94081CI0025_01;2150165.72034336;2150177.3019828;28.3363157506581;38.2618320252657
40;94081CL0069_01_SEN_ind01.pdf;94081CL0069_01;2150388.67452452;2150403.28706958;25.9316847558878;37.8620876574215
41;94081CJ0255_01_SEN_ind01.pdf;94081CJ0255_01;2151057.07743447;2151087.99565336;-22.7364615631037;12.4767172033335
42;94081CM0025_01_SEN_ind01.pdf;94081CM0025_01;2150220.82139683;2150228.24011845;-31.5390989322011;-24.2588528308889
43;94081CL0060_01_SEN_ind01.pdf;94081CL0060_01;2150486.58290995;2150498.71633916;-16.7009096337716;-3.90268084620145
44;94081CL0110_02_SEN_ind01.pdf;94081CL0110_02;2150267.28276195;2150271.73899726;25.7717801852753;33.8797815802838
45;94081CI0191_08_SEN_ind01.pdf;94081CI0191_08;2150004.50381087;2151296.49052168;-43.3158741680001;350.675824909375
46;94081CH0162_01_SEN_ind01.pdf;94081CH0162_01;2150172.65653352;2150179.16627706;-99.8689218677188;-89.1704258491885
47;94081CJ0068_01_SEN_ind01.pdf;94081CJ0068_01;2150937.66033626;2150958.14622844;-34.6063965660063;-14.9381541967139
48;94081CK0108_01_SEN_ind01.pdf;94081CK0108_01;2150618.33328678;2150629.31633511;-15.6051378989929;-3.86636731751103
49;94081CL0174_01_SEN_ind01.pdf;94081CL0174_01;2150448.48826647;2150463.29368542;22.3862779048838;35.1417571620684
50;94081CL0043_01_SEN_ind01.pdf;94081CL0043_01;2150522.38171958;2150534.3206318;-16.8851698129576;-4.34814502127777
51;94081CM0093_01_SEN_ind01.pdf;94081CM0093_01;2150354.69526584;2150371.23045733;-55.3355545887408;-30.0298683777435
52;94081CJ0052_01_SEN_ind01.pdf;94081CJ0052_01;2150888.29392983;2150901.02098858;-39.2114382712563;-26.4494111971885
53;94081CJ0073_01_SEN_ind01.pdf;94081CJ0073_01;2150890.1873412;2150899.37233568;-5.02799072848703;3.50091932968112
54;94081CI0191_02_SEN_ind01.pdf;94081CI0191_02;2151251.92183568;2151289.91357705;218.55860523919;299.380002128121
55;94081CK0018_01_SEN_ind01.pdf;94081CK0018_01;2150798.23814846;2150808.33916388;-8.44440667588962;1.70177058846552
56;94081CK0106_01_SEN_ind01.pdf;94081CK0106_01;2150632.12243797;2150643.77697375;3.30068495931403;14.6177487523362
57;94081CI0275_02_SEN_ind01.pdf;94081CI0275_02;2150159.94096777;2150166.33199536;10.6190402297706;16.8818393362514
58;94081CJ0154_01_SEN_ind01.pdf;94081CJ0154_01;2150963.35990145;2150995.59039425;45.3361696427446;76.910139579258
59;94081CI0109_01_SEN_ind01.pdf;94081CI0109_01;2150151.51499115;2150163.18799857;-43.2662313909008;-29.6015842478831
60;94081CM0156_01_SEN_ind01.pdf;94081CM0156_01;2150289.62902848;2150296.58466207;-1.16927714876906;3.27450382970693
61;94081CK0175_01_SEN_ind01.pdf;94081CK0175_01;2150817.63660286;2150826.86536765;-0.723326038937457;8.28031699796196
62;94081CL0008_01_SEN_ind01.pdf;94081CL0008_01;2150576.69605086;2150585.23000025;3.52442590327239;15.5755652204981
63;94081CM0024_02_SEN_ind01.pdf;94081CM0024_02;2150213.82144601;2150222.07034915;-24.0885945798152;-20.3925605047516
64;94081CM0156_02_SEN_ind01.pdf;94081CM0156_02;2150341.07666531;2150353.08859906;-36.7983770385291;-15.7819331033502
65;94081CK0187_01_SEN_ind01.pdf;94081CK0187_01;2150632.23423957;2150643.45715736;-32.0520471127823;-19.1982284838901
66;94081DJ0088_04_SEN_ind01.pdf;94081DJ0088_04;2151284.0337554;2151292.79321492;102.882299914208;110.140957859212
67;94081CH0313_01_SEN_ind01.pdf;94081CH0313_01;2150178.4382439;2150185.3107447;-97.4839348813604;-85.5359238776707
68;94081CI0190_02_SEN_ind01.pdf;94081CI0190_02;2150997.81981777;2151049.09141823;154.21905261879;166.359443380559
69;94081CK0014_01_SEN_ind01.pdf;94081CK0014_01;2150850.01051668;2150860.98386757;16.648778805536;27.537886843067
70;94081CK0017_01_SEN_ind01.pdf;94081CK0017_01;2150808.51400597;2150821.24072179;-9.62066807652986;3.24866392648355
71;94081CK0203_01_SEN_ind01.pdf;94081CK0203_01;2150767.9554512;2150782.22986703;14.6207861264464;28.0037254091649
72;94081CK0013_01_SEN_ind01.pdf;94081CK0013_01;2150856.54273378;2150867.4579165;21.2887916865767;32.083133323741
73;94081CK0092_01_SEN_ind01.pdf;94081CK0092_01;2150682.36837324;2150695.07879746;17.4794016049984;28.5155823596724
74;94081CI0191_06_SEN_ind01.pdf;94081CI0191_06;2150010.89049909;2150053.58130445;25.3933538143748;45.9254144806366
75;94081CI0026_01_SEN_ind01.pdf;94081CI0026_01;2150160.55661032;2150172.38117385;34.0059818403576;43.565851641092
76;94081CL0105_01_SEN_ind01.pdf;94081CL0105_01;2150357.03170795;2150368.71079634;13.3101574668837;24.4442113364922
77;94081CI0191_09_SEN_ind01.pdf;94081CI0191_09;2150013.53044472;2150021.78709661;-26.882255981717;-19.6910497502626
78;94081CI0191_03_SEN_ind01.pdf;94081CI0191_03;2151259.61979975;2151295.98271875;302.067309194256;332.898749965797
79;94081CL0166_01_SEN_ind01.pdf;94081CL0166_01;2150423.07579353;2150433.00150757;12.5845129945677;21.7188731027867
80;94081CJ0067_01_SEN_ind01.pdf;94081CJ0067_01;2150931.69838643;2150942.70761546;-50.4563193040086;-39.5565235754175
81;94081CI0191_01_SEN_ind01.pdf;94081CI0191_01;2151235.67082617;2151271.14740286;156.506150211794;216.10373898311
82;94081CK0053_01_SEN_ind01.pdf;94081CK0053_01;2150740.06137014;2150751.63103388;2.28987680394305;13.524359213049
83;94081CL0147_01_SEN_ind01.pdf;94081CL0147_01;2150402.58110028;2150415.59513023;-36.698866505448;-21.7620660970568
84;94081CJ0054_01_SEN_ind01.pdf;94081CJ0054_01;2150898.73229349;2150911.69203552;-54.0591527801394;-41.261368326981
85;94081CL0009_01_SEN_ind01.pdf;94081CL0009_01;2150574.31119521;2150585.29458503;15.4062420911726;24.9816220603803
86;94081CK0021_01_SEN_ind01.pdf;94081CK0021_01;2150780.03790525;2150787.27089848;-25.7500826510246;-17.1208323984292
87;94081CM0019_02_SEN_ind01.pdf;94081CM0019_02;2150243.18717185;2150250.35124717;-1.92954300283605;5.12449589092958
88;94081CL0170_02_SEN_ind01.pdf;94081CL0170_02;2150528.46071601;2150540.62629742;22.1724810328893;32.6716263637572
89;94081CI0221_01_SEN_ind01.pdf;94081CI0221_01;2151309.96065828;2151339.55951472;177.60857035364;192.615966651497
90;94081CM0021_01_SEN_ind01.pdf;94081CM0021_01;2150241.56506352;2150246.68102848;-28.5150798961193;-16.0898677368495
91;94081CJ0051_01_SEN_ind01.pdf;94081CJ0051_01;2150878.41398212;2150894.96512365;-32.4008875169222;-15.3520941340716
92;94081CL0037_01_SEN_ind01.pdf;94081CL0037_01;2150546.71951595;2150557.64793616;4.20614166306598;14.2913608462237
93;94081CM0065_02_SEN_ind01.pdf;94081CM0065_02;2150270.60850349;2150277.18325634;-37.4992518931912;-29.5960934429091
94;94081CL0068_01_SEN_ind01.pdf;94081CL0068_01;2150364.30630516;2150373.57091202;23.8132054304639;30.0646637964355
95;94081CL0158_01_SEN_ind01.pdf;94081CL0158_01;2150322.59286196;2150348.45175193;25.0217499692294;32.8345580570359
96;94081CM0020_01_SEN_ind01.pdf;94081CM0020_01;2150232.55687597;2150244.42501189;-7.78878914370184;2.43772263384186
97;94081CK0191_01_SEN_ind01.pdf;94081CK0191_01;2150799.3719805;2150812.81464093;27.7952604318481;39.8949690407777
98;94081CK0213_01_SEN_ind01.pdf;94081CK0213_01;2150723.99095857;2150738.737377;23.5586520702996;36.024509847379
99;94081CL0074_01_SEN_ind01.pdf;94081CL0074_01;2150454.10894975;2150466.69832101;-26.1570552498006;-12.3798303647975
100;94081CI0015_01_SEN_ind01.pdf;94081CI0015_01;2150175.13171444;2150184.06603238;-67.8553966308906;-59.2806428572715
101;94081CK0190_01_SEN_ind01.pdf;94081CK0190_01;2150788.49104553;2150800.74938773;28.0103411320194;40.2388643708993
102;94081CK0016_01_SEN_ind01.pdf;94081CK0016_01;2150827.08665215;2150838.76217305;7.90409464939575;19.8025375213895
103;94081CL0162_01_SEN_ind01.pdf;94081CL0162_01;2150309.17158238;2150321.11917635;15.7079189003144;26.6154266218469
104;94081CL0110_01_SEN_ind01.pdf;94081CL0110_01;2150271.44450541;2150283.87000229;25.0054352512083;34.5410928287457
105;94081CJ0066_02_SEN_ind01.pdf;94081CJ0066_02;2150937.04758327;2150948.12388441;-56.5213230395674;-45.4498758495192
106;94081CL0042_01_SEN_ind01.pdf;94081CL0042_01;2150517.51074879;2150528.11542931;-2.44414775365037;7.99746426204622
107;94081CI0019_02_SEN_ind01.pdf;94081CI0019_02;2150172.09023807;2150182.21191358;-47.088458448877;-33.1880034990223
108;94081CJ0074_01_SEN_ind01.pdf;94081CJ0074_01;2150876.44793818;2150886.69684489;10.3194565030523;20.8732874315383
109;94081CM0142_01_SEN_ind01.pdf;94081CM0142_01;2150228.65285275;2150234.35496118;-16.8724842843002;-6.71723563555088
110;94081CJ0048_01_SEN_ind01.pdf;94081CJ0048_01;2150838.18952175;2150848.50577666;-16.2930866350426;-7.5334896036662
111;94081DJ0123_01_SEN_ind01.pdf;94081DJ0123_01;2151211.83486159;2151253.2206306;1.31229633954557;105.952474880035
112;94081CL0039_01_SEN_ind01.pdf;94081CL0039_01;2150482.10730605;2150497.60636853;19.07104822264;31.7663160884484
113;94081CI0265_01_SEN_ind01.pdf;94081CI0265_01;2150114.82817042;2150131.06852363;-81.9966616206902;-57.2228025665874
114;94081CI0019_01_SEN_ind01.pdf;94081CI0019_01;2150167.97825325;2150186.38289896;-36.7134951792978;-19.2436014457906
115;94081CL0148_01_SEN_ind01.pdf;94081CL0148_01;2150424.64505638;2150445.98370942;-12.1429021897929;10.2149304067858
116;94081CI0275_01_SEN_ind01.pdf;94081CI0275_01;2150172.33877803;2150182.80417015;4.77186816553127;14.5510761645616
117;94081CL0168_01_SEN_ind01.pdf;94081CL0168_01;2150399.89249816;2150424.59702749;17.4139475357586;31.2038375825939
118;94081CJ0053_01_SEN_ind01.pdf;94081CJ0053_01;2150894.28717833;2150907.07684821;-46.0604421640561;-33.2984172039536
119;94081CJ0070_01_SEN_ind01.pdf;94081CJ0070_01;2150910.65054026;2150922.08515976;-25.5097547201763;-12.315906339883
120;94081CL0062_01_SEN_ind01.pdf;94081CL0062_01;2150468.83369771;2150479.87763239;0.740696253580269;12.4441447297645
121;94081CK0186_01_SEN_ind01.pdf;94081CK0186_01;2150626.88849491;2150638.37428493;-40.4673418807604;-26.834462424109
122;94081CJ0072_01_SEN_ind01.pdf;94081CJ0072_01;2150898.93637664;2150909.8292884;-15.4163703787837;-4.49600075680677
123;94081CI0027_01_SEN_ind01.pdf;94081CI0027_01;2150146.6795976;2150161.38594047;44.2343549981008;54.6249189690737
124;94081CK0069_02_SEN_ind01.pdf;94081CK0069_02;2150689.71488756;2150701.62410668;-14.4680225680861;-3.25709813313447
125;94081CK0089_01_SEN_ind01.pdf;94081CK0089_01;2150650.41420303;2150664.19413716;-11.1930355496652;2.96084603927416
126;94081CM0075_01_SEN_ind01.pdf;94081CM0075_01;2150370.0011499;2150385.33441687;-53.3630014006873;-36.7919310192499
127;94081CK0071_01_SEN_ind01.pdf;94081CK0071_01;2150676.52990452;2150687.68615932;-34.8886004930799;-23.8484668866171
128;94081CK0107_01_SEN_ind01.pdf;94081CK0107_01;2150624.26848874;2150634.44047912;-4.37555502920384;6.88637914656517
129;94081CM0019_01_SEN_ind01.pdf;94081CM0019_01;2150245.91362785;2150255.91800828;-40.1880154032549;-19.0890281322846
130;94081CJ0067_02_SEN_ind01.pdf;94081CJ0067_02;2150950.58865059;2150960.57816966;-34.5483562421885;-23.8970864412433
131;94081CL0171_01_SEN_ind01.pdf;94081CL0171_01;2150518.91067581;2150535.19956426;30.5730836127635;46.0733153576355
132;94081CL0175_01_SEN_ind01.pdf;94081CL0175_01;2150439.05228154;2150455.44777049;29.8730822235079;42.9242031009476
133;94081CK0113_01_SEN_ind01.pdf;94081CK0113_01;2150605.46894837;2150622.04243971;2.50823637222911;15.4101841718379
134;94081CK0104_01_SEN_ind01.pdf;94081CK0104_01;2150640.66730574;2150655.2272376;20.0133412469468;32.8611333375908
135;94081CL0160_01_SEN_ind01.pdf;94081CL0160_01;2150493.7856941;2150510.06266289;12.3524934766497;24.942021502586
136;94081CL0044_01_SEN_ind01.pdf;94081CL0044_01;2150536.47872418;2150547.32955734;-20.8018724952675;-8.17648643227133
137;94081CK0109_02_SEN_ind01.pdf;94081CK0109_02;2150604.26717503;2150612.06414256;-18.6148756290636;-6.87331586360237
138;94081CL0038_01_SEN_ind01.pdf;94081CL0038_01;2150552.07542566;2150565.37548569;-4.69468410094318;9.43252013099025
139;94081CK0114_01_SEN_ind01.pdf;94081CK0114_01;2150606.6925834;2150624.17243486;22.7365377715289;42.1741370456382
140;94081CK0070_01_SEN_ind01.pdf;94081CK0070_01;2150679.85105431;2150690.37074929;-30.6753804611849;-21.7868944886681
141;94081CL0007_01_SEN_ind01.pdf;94081CL0007_01;2150579.42286527;2150587.02456913;-4.75160309980831;0.719108183650783
142;94081CI0273_01_SEN_ind01.pdf;94081CI0273_01;2150179.28401745;2150189.46679264;7.09598146504892;17.4388279338197
143;94081DJ0088_01_SEN_ind01.pdf;94081DJ0088_01;2151280.36371146;2151292.60020363;5.26829974438331;68.0120629980317
144;94081CM0065_01_SEN_ind01.pdf;94081CM0065_01;2150270.68711637;2150278.44232396;-30.0624223103507;3.24669270418008
145;94081CL0036_01_SEN_ind01.pdf;94081CL0036_01;2150531.83448744;2150547.88063443;11.6094234038685;26.3745821997156
146;94081CL0153_01_SEN_ind01.pdf;94081CL0153_01;2150537.83766451;2150549.77476631;-33.6368678083672;-19.2649792939715
147;94081CL0140_02_SEN_ind01.pdf;94081CL0140_02;2150008.19719506;2150848.21619967;21.9350786843317;245.454469548638
148;94081CL0072_01_SEN_ind01.pdf;94081CL0072_01;2150442.47193512;2150457.45986834;-14.9809217841649;2.42029397797613
149;94081DJ0139_01_SEN_ind01.pdf;94081DJ0139_01;2151501.18668667;2151568.00386294;40.6459407289086;89.0072443244911
150;94081CK0054_01_SEN_ind01.pdf;94081CK0054_01;2150748.60285252;2150763.49309452;6.43780950023058;18.5271961649131
151;94081CI0110_01_SEN_ind01.pdf;94081CI0110_01;2150159.00716375;2150171.90893699;-38.2701103829463;-24.7343679211077
152;94081CK0091_01_SEN_ind01.pdf;94081CK0091_01;2150671.97139187;2150681.92702903;-4.98300782584046;6.07197290957573
153;94081CI0021_01_SEN_ind01.pdf;94081CI0021_01;2150194.11112366;2150204.29770271;-20.4950423785975;-12.0554857242386
154;94081CK0105_01_SEN_ind01.pdf;94081CK0105_01;2150634.52407158;2150647.36131092;9.42417035094477;24.7324961747912
155;94081CK0048_01_SEN_ind01.pdf;94081CK0048_01;2150698.9892719;2150711.40464865;-35.0129245592626;-24.1526624208388
156;94081CL0073_01_SEN_ind01.pdf;94081CL0073_01;2150450.81295771;2150463.2982899;-16.0685715434886;-3.65579813424864
157;94081CJ0055_01_SEN_ind01.pdf;94081CJ0055_01;2150903.76802501;2150917.9939761;-61.6807720837049;-47.5981199583491
158;94081CJ0076_01_SEN_ind01.pdf;94081CJ0076_01;2150891.40924286;2150900.26266578;18.2870107745514;29.4505751987653
159;94081CL0063_01_SEN_ind01.pdf;94081CL0063_01;2150456.24851602;2150470.33760139;15.8177701236835;30.1553842968191
160;94081CL0102_01_SEN_ind01.pdf;94081CL0102_01;2150389.08461915;2150401.23026667;-14.6496317079765;-2.37085201442107
161;94081CL0108_01_SEN_ind01.pdf;94081CL0108_01;2150318.04486765;2150328.11998328;13.7163136329729;23.2627089463884
162;94081CL0165_01_SEN_ind01.pdf;94081CL0165_01;2150576.74157117;2150587.85289682;-16.4290051860026;-6.49921362288786
163;94081DJ0088_03_SEN_ind01.pdf;94081DJ0088_03;2151300.06707946;2151313.88056121;99.4369152219588;108.157367932281
164;94081CJ0049_01_SEN_ind01.pdf;94081CJ0049_01;2150843.85424331;2150857.78927413;-12.5836959326643;0.318723134083158
165;94081CI0175_01_SEN_ind01.pdf;94081CI0175_01;2151312.38709815;2151321.37899832;130.912114614875;141.967798438957
166;94081CL0104_01_SEN_ind01.pdf;94081CL0104_01;2150368.80531387;2150381.64739525;-9.04974871117444;2.82613555986292
167;94081CL0003_01_SEN_ind01.pdf;94081CL0003_01;2150574.01228555;2150583.17578086;-38.5124101017153;-27.3791874588468
168;94081CJ0071_01_SEN_ind01.pdf;94081CJ0071_01;2150904.41087947;2150913.96647242;-20.0038965014861;-10.5225248431629
169;94081CL0164_01_SEN_ind01.pdf;94081CL0164_01;2150561.59260854;2150574.56551832;-23.4451761245253;-11.2480675653027
170;94081CI0191_04_SEN_ind01.pdf;94081CI0191_04;2150916.36932058;2151262.59332884;275.388265230013;301.954987940728
171;94081CL0106_01_SEN_ind01.pdf;94081CL0106_01;2150353.18967547;2150368.13777397;-5.74832401804003;13.7656355560056
172;94081CJ0069_01_SEN_ind01.pdf;94081CJ0069_01;2150917.49381506;2150929.22304956;-34.0118128912546;-22.1330661989936
173;94081CL0059_01_SEN_ind01.pdf;94081CL0059_01;2150502.60410755;2150510.90382474;-19.9615280707706;-8.61037790966362
174;94081CK0204_01_SEN_ind01.pdf;94081CK0204_01;2150760.02279238;2150773.56043732;9.79731438990569;23.1870044374006
175;94081CL0101_01_SEN_ind01.pdf;94081CL0101_01;2150394.15011381;2150413.01211231;-29.4410731577006;-13.5177357760746
176;94081DJ0120_01_SEN_ind01.pdf;94081DJ0120_01;2151452.55267287;2151487.41912157;-1.02280332743041;61.1351051411742
177;94081CI0277_01_SEN_ind01.pdf;94081CI0277_01;2150136.60283548;2150157.02582668;-5.16585797564753;15.5982621854135
178;94081CI0178_01_SEN_ind01.pdf;94081CI0178_01;2151301.38191759;2151312.67416879;131.121878604271;140.999025798601
179;94081CJ0077_01_SEN_ind01.pdf;94081CJ0077_01;2150908.12202374;2150917.38711344;19.4180010247409;26.9277323670136
180;94081CI0097_01_SEN_ind01.pdf;94081CI0097_01;2151306.14879334;2151323.36421084;168.604350381901;176.928169329184
181;94081CM0098_02_SEN_ind01.pdf;94081CM0098_02;2150263.76631034;2150267.69037177;-36.0079261513149;-5.7672675494621
182;94081CK0049_02_SEN_ind01.pdf;94081CK0049_02;2150705.58055851;2150715.65568199;-31.2975044679333;-19.8493741986133
183;94081CL0006_01_SEN_ind01.pdf;94081CL0006_01;2150557.90387848;2150567.92534894;-15.062457821154;-1.70451232760016
184;94081DJ0088_02_SEN_ind01.pdf;94081DJ0088_02;2151300.61104136;2151315.90404788;3.31112213055277;73.2111068894075
185;94081CL0161_01_SEN_ind01.pdf;94081CL0161_01;2150482.33203828;2150504.08040787;-3.68852281887355;16.3367787854499
186;94081CK0211_01_SEN_ind01.pdf;94081CK0211_01;2150711.61273461;2150725.7681465;-30.4750021707398;-7.61849046754031
187;94081CK0069_01_SEN_ind01.pdf;94081CK0069_01;2150683.47285541;2150694.99481276;-26.5080130803086;-14.435718793135
188;94081CI0011_01_SEN_ind01.pdf;94081CI0011_01;2150138.01886104;2150149.70056509;-50.5555625504179;-38.3269925435318
189;94081CI0016_01_SEN_ind01.pdf;94081CI0016_01;2150182.96724034;2150193.83018205;-68.315144489426;-54.103020028443
190;94081CK0022_01_SEN_ind01.pdf;94081CK0022_01;2150766.27560329;2150778.84465134;-33.622411586293;-21.0437475163543
191;94081CL0169_01_SEN_ind01.pdf;94081CL0169_01;2150375.09894816;2150388.46655723;-15.3303596972486;0.589233899727422
192;94081CJ0100_01_SEN_ind01.pdf;94081CJ0100_01;2150806.18571273;2150847.15688395;-68.2748831208259;-17.4409858890702
193;94081CM0018_01_SEN_ind01.pdf;94081CM0018_01;2150253.52662915;2150263.69189751;-4.25699458093341;4.38899383603672
194;94081CK0109_01_SEN_ind01.pdf;94081CK0109_01;2150614.07029709;2150624.27944735;-18.3401911210582;-9.51019692083909
195;94081CM0024_01_SEN_ind01.pdf;94081CM0024_01;2150224.12265027;2150234.99718384;-21.8948607663725;-16.2444882811553
196;94081CL0076_01_SEN_ind01.pdf;94081CL0076_01;2150470.92005428;2150481.35432187;-39.0431087807025;-25.5101956623181
197;94081CI0167_01_SEN_ind01.pdf;94081CI0167_01;2150935.28975031;2151001.59407924;148.085683243154;211.647180042873
198;94081CI0190_01_SEN_ind01.pdf;94081CI0190_01;2150970.84367303;2151025.09513007;159.196778240652;193.164951959039
199;94081DJ0092_01_SEN_ind01.pdf;94081DJ0092_01;2151252.25240669;2151266.75043021;-14.2621605634692;114.162996370486
200;94081CI0191_07_SEN_ind01.pdf;94081CI0191_07;2150051.83270169;2150116.94867994;-54.2344284595451;5.00320421152969
201;94081CK0067_01_SEN_ind01.pdf;94081CK0067_01;2150714.6457046;2150732.53669001;18.9877023126225;31.504228390496
202;94081DJ0090_01_SEN_ind01.pdf;94081DJ0090_01;2151266.48347538;2151280.77600394;-14.7061869652393;111.246821369668
203;94081DJ0135_01_SEN_ind01.pdf;94081DJ0135_01;2151313.81446248;2151330.65542971;-12.8986290608916;103.560676643405
